0.5846333,0.084128976,0.84111804
0.5846333,0.084128976,0.84111804
0.5846274,0.08438994,0.84114313
0.5846336,0.08475296,0.8410468
0.5846641,0.084997885,0.84086925
0.5846741,0.085053734,0.8406541
0.58473724,0.08525858,0.8404371
0.58478475,0.08540761,0.8401324
0.5847721,0.085374616,0.8397541
0.58491194,0.08557724,0.839447
0.5850179,0.08573665,0.8390689
0.5850425,0.0857306,0.8386898
0.5850537,0.085915804,0.8381939
0.5849903,0.08597487,0.8380148
0.5849795,0.08598957,0.83757704
0.5849,0.086045444,0.83807755
0.58486617,0.086038366,0.83826303
0.5848401,0.08603757,0.83839196
0.5848057,0.08604573,0.8381896
0.5847595,0.08606684,0.837951
0.58471376,0.08609238,0.8376867
0.58466625,0.086132124,0.83739376
0.5846255,0.08617446,0.83706427
0.5846034,0.086209714,0.83679944
0.58457243,0.08626872,0.8364177
0.58442587,0.08629156,0.83527344
0.5842954,0.0863804,0.8308714
0.5839819,0.0863059,0.8243812
0.5836005,0.086238965,0.81490755
0.583117,0.086183496,0.8055124
0.58235455,0.08614718,0.7860651
0.58165646,0.08579435,0.77360964
0.58145154,0.08576631,0.75413704
0.58100194,0.085965656,0.7379171
0.5806638,0.08658611,0.71390676
0.5801945,0.08663888,0.688004
0.57919914,0.08659868,0.66808957
0.57713306,0.08698185,0.6393566
0.5758145,0.08748908,0.6166816
0.5737249,0.087492496,0.58581877
0.5732683,0.08778712,0.55343056
0.5724042,0.08678506,0.5301878
0.57273334,0.08672772,0.49759546
0.57322633,0.08706953,0.4720316
0.57323575,0.08902086,0.4377408
0.5732275,0.08991563,0.4006915
0.57248664,0.09046603,0.3616786
0.5699768,0.08837806,0.33204874
0.56795436,0.08743599,0.29212013
0.5648128,0.08592622,0.26061964
0.56167436,0.08549808,0.21833594
0.5564906,0.083743446,0.17480485
0.55022717,0.08248847,0.13051303
0.5456073,0.08236084,0.09799608
0.5408219,0.08208513,0.052057587
0.53683317,0.08209572,0.018671036
0.53284144,0.08104488,-0.028637566
0.5353632,0.08151322,-0.07671706
0.5338695,0.0816182,-0.12237501
0.53658956,0.08333336,-0.16119225
0.5395059,0.0844812,-0.21000099
0.5436777,0.085030556,-0.24431944
0.5530371,0.08938124,-0.3043264
0.55844593,0.08992271,-0.33831882
0.57568324,0.09263203,-0.38921133
0.5872957,0.095540226,-0.4322451
0.59534645,0.09709647,-0.48365593
0.606758,0.101766095,-0.53513193
0.6057539,0.101923704,-0.5701294
0.5980423,0.101701535,-0.6090806
0.58091545,0.09987095,-0.6404586
0.5737231,0.09985113,-0.67010355
0.5585291,0.09805435,-0.7117303
0.55163753,0.09806681,-0.74262094
0.38595194,-0.018934095,-0.2819856
0.3778032,-0.020501435,-0.317945
0.37396264,-0.02083145,-0.35723543
0.84924763,-0.011209288,0.77026623
0.8643479,-0.010222235,0.76921624
